Team,Name,Age,P,Minutes played,Appearances,Lineups,Substitute in,Substitute out,Substitutes on bench,Goal,Yellow card,Yellow 2nd/RC,Red card,Year
Kukësi,R. Dushku,29,A,147,4,1,3,0,8,0,0,0,0,2014-2015
Laçi,M. Vujadinovic,37,G,2880,32,32,0,0,3,0,4,0,0,2014-2015
Laçi,S. Moçka,30,G,270,3,3,0,0,13,0,0,0,0,2014-2015
Laçi,E. Llani,37,G,0,0,0,0,0,7,0,0,0,0,2014-2015
Laçi,E. Ujka,25,G,90,1,1,0,0,10,0,0,0,0,2014-2015
Laçi,E. Hoxhaj,22,G,0,0,0,0,0,2,0,0,0,0,2014-2015
Laçi,E. Doku,33,D,1675,22,19,3,4,3,2,3,0,0,2014-2015
Laçi,C. Ofoyen,34,D,694,15,9,6,6,9,1,3,0,0,2014-2015
Laçi,E. Çela,34,D,2059,27,21,6,2,8,2,12,1,0,2014-2015
Laçi,T. Sefgjinaj,33,D,2632,32,29,3,3,4,2,9,0,0,2014-2015
Laçi,O. Teqja,31,D,2449,28,27,1,4,3,0,12,0,0,2014-2015
Laçi,A. Sheta,39,D,2574,30,30,0,0,1,3,11,1,1,2014-2015
Laçi,S. Buljan,36,D,3150,35,35,0,0,0,1,0,0,0,2014-2015
Laçi,M. Zefi,26,D,90,1,1,0,0,2,0,0,0,0,2014-2015
Laçi,A. Thorja,27,D,13,1,0,1,0,2,0,0,0,0,2014-2015
Laçi,E. Ndreca,25,D,213,7,2,5,1,23,0,2,0,0,2014-2015
Laçi,E. Veliaj,35,M,2473,32,30,2,14,2,3,10,0,0,2014-2015
Laçi,A. Meto,34,M,1493,17,17,0,4,0,7,6,0,0,2014-2015
Laçi,M. Cetkovic,33,M,2205,29,25,4,10,4,8,1,0,0,2014-2015
Laçi,J. Sefa,33,M,457,13,3,10,2,12,0,3,0,0,2014-2015
Laçi,R. Sosa,32,M,502,10,6,4,6,12,0,1,0,0,2014-2015
Laçi,V. Nimani,33,M,2099,31,25,6,10,6,2,4,0,0,2014-2015
Laçi,A. Zefi,28,M,2205,26,26,0,5,0,1,7,1,0,2014-2015
Laçi,M. Bilibashi,31,M,436,9,7,2,6,8,0,0,0,0,2014-2015
Laçi,M. Bardhi,25,M,354,13,2,11,3,26,0,1,0,0,2014-2015
Laçi,D. Jubani,26,M,13,1,0,1,0,9,0,0,0,0,2014-2015
Laçi,A. Mustafa,27,M,1082,18,11,7,4,7,1,2,0,0,2014-2015
Laçi,Kehinde Owoeye,24,M,0,0,0,0,0,2,0,0,0,0,2014-2015
Laçi,K. Bardhi,23,M,0,0,0,0,0,1,0,0,0,0,2014-2015
Laçi,A. Selala,26,M,5,1,0,1,0,13,0,0,0,0,2014-2015
Laçi,M. Memelli,40,A,498,11,6,5,4,5,1,3,0,0,2014-2015
Laçi,A. Mitraj,33,A,480,14,4,10,3,12,1,3,0,0,2014-2015
Laçi,A. Haliti,28,A,194,13,0,13,0,22,0,0,0,0,2014-2015
Laçi,J. Adeniyi,27,A,2206,27,25,2,12,3,11,1,0,0,2014-2015
Partizani,A. Hoxha,32,G,2700,30,30,0,0,0,0,3,0,0,2014-2015
Partizani,D. Xhika,30,G,385,5,5,0,0,29,0,0,0,1,2014-2015
Partizani,F. Gjonikaj,24,G,152,2,1,1,0,6,0,0,0,0,2014-2015
Partizani,G. Selmani,22,G,0,0,0,0,0,1,0,0,0,0,2014-2015
Partizani,A. Cuculi,32,D,2864,32,32,0,0,0,0,10,1,0,2014-2015
Partizani,E. Vrapi,37,D,2015,26,23,3,2,7,0,6,0,0,2014-2015
Partizani,G. Krasniqi,30,D,487,8,5,3,0,13,1,0,0,0,2014-2015
Partizani,I. Dishliev,32,D,181,4,2,2,0,14,0,1,1,0,2014-2015
Partizani,A. Muskaj,25,D,0,0,0,0,0,4,0,0,0,0,2014-2015
Partizani,L. Trashi,28,D,2585,33,28,5,2,6,0,6,0,0,2014-2015
Partizani,A. Fejzullahu,27,D,2937,33,33,0,1,0,0,4,0,1,2014-2015
Partizani,A. Rrahmani,26,D,2915,34,33,1,2,2,3,3,0,0,2014-2015
Partizani,L. Ibrahimi,33,D,1226,18,13,5,5,16,1,1,0,0,2014-2015
Partizani,F. Hasa,23,D,0,0,0,0,0,1,0,0,0,0,2014-2015
Partizani,D. Bylykbashi,39,M,451,9,4,5,3,11,2,1,0,0,2014-2015
Partizani,N. Nedzipi,35,M,2109,31,28,3,18,3,3,5,0,0,2014-2015
Partizani,E. Vila,32,M,2729,34,33,1,17,1,4,2,1,0,2014-2015
Partizani,A. Daja,30,M,999,21,9,12,4,23,0,4,0,0,2014-2015
Partizani,E. Myftaraj,28,M,18,1,0,1,0,9,0,0,0,0,2014-2015
Partizani,B. Shabani,29,M,527,18,6,12,6,18,0,0,0,0,2014-2015
Partizani,I. Batha,28,M,2711,31,31,0,2,0,1,10,0,1,2014-2015
Partizani,A. Mustafa,27,M,215,6,1,5,1,15,0,0,0,0,2014-2015
Partizani,M. Mazrekaj,31,M,2301,31,28,3,18,3,8,3,0,0,2014-2015
Partizani,S. Racic,36,A,2672,33,31,2,10,2,14,9,0,0,2014-2015
Partizani,L. Osmanaj,28,A,323,13,2,11,1,16,1,1,0,0,2014-2015
Partizani,R. Dushku,29,A,0,0,0,0,0,1,0,0,0,0,2014-2015
Partizani,J. Vatnikaj,24,A,166,10,1,9,1,24,0,0,0,0,2014-2015
Partizani,A. Fazliu,32,A,1757,33,17,16,11,16,4,3,0,0,2014-2015
Partizani,J. Bardhi,22,A,47,4,0,4,0,8,0,0,0,0,2014-2015
Partizani,R. Qilimi,23,A,0,0,0,0,0,1,0,0,0,0,2014-2015
Skënderbeu,O. Shehi,42,G,3168,36,36,0,1,0,1,1,0,0,2014-2015
Skënderbeu,E. Llapanji,35,G,72,1,0,1,0,36,0,0,0,0,2014-2015
Skënderbeu,K. Vangjeli,34,D,2867,33,33,0,1,0,3,9,1,0,2014-2015
Skënderbeu,M. Radas,36,D,2875,33,33,0,1,0,2,5,0,1,2014-2015
Skënderbeu,T. Osmani,34,D,1726,22,21,1,5,5,1,2,0,0,2014-2015
Skënderbeu,R. Arapi,33,D,2970,33,33,0,0,0,0,8,0,0,2014-2015
Skënderbeu,L. Abazi,26,D,1335,23,14,9,6,19,1,3,0,0,2014-2015
Skënderbeu,B. Jashanica,29,D,1012,22,9,13,1,25,0,1,0,0,2014-2015
Skënderbeu,B. Lulaj,25,D,85,3,0,3,0,24,0,0,0,0,2014-2015
Skënderbeu,E. Alikaj,38,M,551,18,5,13,3,29,1,0,0,0,2014-2015
Skënderbeu,B. Shkëmbi,40,M,2728,31,31,0,6,0,4,6,0,1,2014-2015
Skënderbeu,G. Progni,33,M,2546,31,30,1,11,1,5,6,0,0,2014-2015
Skënderbeu,A. Dimo,37,M,344,8,3,5,1,12,1,0,0,0,2014-2015
Skënderbeu,Marconi,31,M,186,5,1,4,1,8,0,2,1,0,2014-2015
Skënderbeu,S. Lilaj,31,M,2846,33,31,2,1,2,4,7,1,0,2014-2015
Skënderbeu,B. Berisha,28,M,2437,32,30,2,19,3,4,8,1,0,2014-2015
Skënderbeu,L. Latifi,26,M,754,14,7,7,3,9,5,4,0,0,2014-2015
Skënderbeu,P. Olayinka,24,M,1258,15,15,0,8,0,6,1,0,1,2014-2015
Skënderbeu,B. Nimaga,25,M,1671,25,18,7,2,12,3,6,1,0,2014-2015
Skënderbeu,A. Stojkov,37,A,578,13,8,5,8,7,3,1,0,0,2014-2015
Skënderbeu,F. Sefa,35,A,1104,28,9,19,2,27,6,2,0,0,2014-2015
Skënderbeu,A. Ribaj,30,A,544,11,7,4,4,11,0,0,0,0,2014-2015
Skënderbeu,Dhiego Martins,31,A,1822,29,22,7,19,9,7,2,0,1,2014-2015
Skënderbeu,M. Kame,25,A,0,0,0,0,0,9,0,0,0,0,2014-2015
Teuta,Alfred Osmani,37,G,224,3,2,1,0,15,0,0,0,0,2014-2015
Teuta,B. Rizvani,35,G,2836,32,32,0,1,0,0,0,0,0,2014-2015
Teuta,D. Hoxha,24,G,0,0,0,0,0,6,0,0,0,0,2014-2015
Teuta,E. Vata,22,G,0,0,0,0,0,3,0,0,0,0,2014-2015
Teuta,M. Rexhepaj,25,G,180,2,2,0,0,12,0,0,0,0,2014-2015
Teuta,E. Hoxha,35,D,2861,34,32,2,6,2,0,4,0,0,2014-2015
Teuta,J. Ahmataj,40,D,821,15,8,7,3,9,0,2,0,0,2014-2015
Teuta,S. Stafa,33,D,0,0,0,0,0,0,0,0,0,0,2014-2015
Teuta,J. Brahja,39,D,1305,15,15,0,0,0,0,4,0,1,2014-2015
Teuta,R. Hoxha,28,D,2533,29,29,0,2,0,0,7,1,0,2014-2015
Teuta,R. Kastrati,26,D,813,10,10,0,3,6,1,5,0,0,2014-2015
Teuta,E. Magani,28,D,115,2,1,1,0,2,0,0,0,0,2014-2015
Teuta,A. Peposhi,27,D,1874,29,20,9,11,12,4,5,0,0,2014-2015
Teuta,E. Prençi,26,D,326,6,4,2,2,21,0,1,0,0,2014-2015
Teuta,E. Hoxhallari,24,D,2128,26,24,2,7,7,0,7,0,0,2014-2015
Teuta,B. Kotobelli,27,D,2704,32,31,1,1,1,2,12,0,1,2014-2015
Teuta,M. Turtulli,25,D,32,3,0,3,0,7,0,0,0,0,2014-2015
Teuta,D. Bejko,24,D,0,0,0,0,0,1,0,0,0,0,2014-2015
Teuta,B. Krasniqi,30,D,1178,15,14,1,3,1,1,3,0,0,2014-2015
Teuta,F. Beqja,27,D,0,0,0,0,0,0,0,0,0,0,2014-2015
Teuta,L. Belba,25,D,0,0,0,0,0,2,0,0,0,0,2014-2015
Teuta,G. Hyka,26,D,0,0,0,0,0,1,0,0,0,0,2014-2015
Teuta,A. Bashhysa,22,D,20,1,0,1,0,2,0,0,0,0,2014-2015
Teuta,B. Kuli,38,M,548,11,5,6,4,6,0,2,0,1,2014-2015
Teuta,B. Hodo,34,M,1939,26,24,2,8,3,0,11,1,0,2014-2015
Teuta,E. Koreshi,33,M,1104,19,11,8,7,8,0,1,0,0,2014-2015
Teuta,A. Nika,29,M,2485,30,28,2,3,2,5,6,0,1,2014-2015
Teuta,A. Hoxha,29,M,90,1,1,0,0,0,0,0,0,0,2014-2015
Teuta,F. Bardulla,27,M,223,6,3,3,3,6,0,1,0,0,2014-2015
Teuta,B. Dita,27,M,2154,31,22,9,1,11,4,6,0,0,2014-2015
Teuta,A. Deliallisi,27,M,1783,27,21,6,8,10,1,6,0,0,2014-2015
Teuta,K. Hyseni,25,M,959,19,11,8,7,12,3,1,0,0,2014-2015
Teuta,X. Shabani,33,M,967,14,13,1,5,1,3,0,0,0,2014-2015
Teuta,M. Fall,31,M,105,4,0,4,0,8,0,0,0,0,2014-2015
Teuta,N. Gripshi,22,M,82,2,1,1,1,8,0,0,0,0,2014-2015
Teuta,I. Bardhi,24,M,0,0,0,0,0,1,0,0,0,0,2014-2015
Teuta,T. Qehajaj,23,M,47,1,0,1,0,2,0,0,0,0,2014-2015
Teuta,L Myrtezani,24,M,0,0,0,0,0,2,0,0,0,0,2014-2015
Teuta,M. Çota,32,A,1253,17,13,4,3,4,2,3,0,0,2014-2015
Teuta,V. Mile,33,A,175,3,2,1,1,5,0,0,0,0,2014-2015
Teuta,Rafael Magalhães,34,A,677,10,8,2,4,3,2,0,0,0,2014-2015
Teuta,B. Pepa,29,A,424,9,4,5,3,7,2,2,1,0,2014-2015
Teuta,F. Hysenbelliu,28,A,0,0,0,0,0,8,0,0,0,0,2014-2015
Teuta,M. Hoti,24,A,0,0,0,0,0,2,0,0,0,0,2014-2015
Teuta,K. Hyka,22,A,75,3,1,2,1,5,0,0,0,0,2014-2015
Teuta,E. Mara,22,A,28,1,0,1,0,1,0,0,0,0,2014-2015
Tirana,E. Bakaj,32,G,810,9,9,0,0,23,0,1,0,1,2014-2015
Tirana,S. Frashëri,29,G,2430,27,27,0,0,5,0,3,0,0,2014-2015
Tirana,M. Çaka,25,G,0,0,0,0,0,8,0,0,0,0,2014-2015
Tirana,D. Curri,36,D,2362,27,26,1,0,2,2,11,0,0,2014-2015
Tirana,E. Pashaj,35,D,1132,19,13,6,3,22,0,3,1,0,2014-2015
Tirana,G. Muça,33,D,2900,33,32,1,1,2,6,8,0,0,2014-2015
Tirana,R. Kalari,35,D,1446,23,18,5,8,15,0,4,0,0,2014-2015
Tirana,K. Ristevski,29,D,1057,13,13,0,4,2,0,1,0,0,2014-2015
Tirana,E. Idrizaj,30,D,348,7,4,3,3,10,0,2,0,0,2014-2015
Tirana,D. Kërçiku,26,D,1909,25,24,1,11,7,0,5,0,0,2014-2015
Tirana,D. Domgjonas,23,D,0,0,0,0,0,4,0,0,0,0,2014-2015
Tirana,M. Nuriu,22,D,0,0,0,0,0,5,0,0,0,0,2014-2015
Tirana,E. Bulku,39,M,2106,28,24,4,2,6,1,8,2,0,2014-2015
Tirana,E. Karabeci,31,M,2823,32,31,1,1,1,0,5,0,0,2014-2015
Tirana,G. Muzaka,35,M,1080,12,12,0,0,0,1,3,0,0,2014-2015
Tirana,J. Sefa,33,M,545,14,4,10,4,10,1,4,0,1,2014-2015
Tirana,R. Hyshmeri,31,M,795,22,9,13,7,25,2,0,0,0,2014-2015
Tirana,A. Taku,30,M,2914,34,33,1,3,2,1,3,0,0,2014-2015
Tirana,F. Kahata,28,M,845,13,11,2,6,6,1,2,0,0,2014-2015
Tirana,H. Llagami,24,M,0,0,0,0,0,1,0,0,0,0,2014-2015
Tirana,A. Malaj,25,M,1385,24,14,10,6,16,0,1,0,0,2014-2015
Tirana,A. Gavazaj,25,M,0,0,0,0,0,11,0,0,0,0,2014-2015
Tirana,T. Bušic,34,A,1796,33,17,16,9,17,4,2,0,0,2014-2015
Tirana,E. Bakaj,32,A,2331,27,26,1,6,1,13,10,0,1,2014-2015
Tirana,S. Ndikumana,33,A,2167,30,23,7,10,7,9,7,0,1,2014-2015
Tirana,M. Morina,27,A,1460,26,20,6,18,9,3,4,0,0,2014-2015
Tirana,M. Kagere,34,A,617,16,5,11,4,13,1,2,0,0,2014-2015
Tirana,F. Olaki,24,A,207,7,1,6,1,11,0,1,0,0,2014-2015
Tirana,G. Halili,21,A,25,2,0,2,0,7,0,0,0,0,2014-2015
Vllaznia,G. Campironi,31,G,90,1,1,0,0,8,0,0,0,0,2014-2015
Vllaznia,E. Selimaj,30,G,2520,28,28,0,0,1,0,2,0,0,2014-2015
Vllaznia,E. Hallunaj,30,G,0,0,0,0,0,0,0,0,0,0,2014-2015
Vllaznia,A. Sherri,22,G,630,7,7,0,0,10,0,2,0,0,2014-2015
Vllaznia,Z. Vjerdha,23,G,0,0,0,0,0,8,0,0,0,0,2014-2015
Vllaznia,E. Mehmedovic,39,D,562,8,6,2,1,4,0,1,0,0,2014-2015
Vllaznia,E. Beqiri,39,D,2425,29,27,2,0,2,1,7,0,1,2014-2015
Vllaznia,A. Sykaj,30,D,2739,31,31,0,3,2,0,6,0,0,2014-2015
Vllaznia,O. Gocaj,31,D,2767,33,31,2,3,3,1,4,1,0,2014-2015
Vllaznia,E. Kraja,36,D,0,0,0,0,0,4,0,0,0,0,2014-2015
Vllaznia,A. Boçi,29,D,1994,24,23,1,6,3,0,2,0,0,2014-2015
Vllaznia,A. Marku,28,D,1178,16,13,3,1,15,1,3,1,0,2014-2015
Vllaznia,P. Markolaj,26,D,18,2,0,2,0,6,0,0,0,0,2014-2015
Vllaznia,E. Borshi,24,D,224,3,2,1,1,3,0,1,0,0,2014-2015
Vllaznia,D. Pjeshka,24,D,686,11,8,3,2,20,0,2,0,0,2014-2015
Vllaznia,E. Gurishta,25,D,448,7,4,3,0,7,0,1,0,0,2014-2015
Vllaznia,E. Hakaj,23,D,351,5,4,1,2,5,0,2,0,0,2014-2015
Vllaznia,R. Shala,36,M,657,9,9,0,5,0,0,6,0,0,2014-2015
Vllaznia,G. Lika,33,M,1501,17,17,0,5,0,3,2,0,0,2014-2015
Vllaznia,N. Shtubina,33,M,2818,34,33,1,13,1,4,6,0,0,2014-2015
Vllaznia,A. Tafili,32,M,3095,35,34,1,0,2,1,3,0,0,2014-2015
Vllaznia,F. Bardulla,27,M,233,5,2,3,1,5,0,2,0,0,2014-2015
Vllaznia,B. Dema,26,M,1336,23,17,6,12,16,0,6,1,0,2014-2015
Vllaznia,S. Vecaj,26,M,46,3,0,3,0,12,0,0,0,0,2014-2015
Vllaznia,D. Dyca,24,M,360,8,4,4,4,6,0,0,0,0,2014-2015
Vllaznia,A. Krymi,24,M,1918,22,21,1,0,2,0,8,0,0,2014-2015
Vllaznia,A. Dibra,30,A,594,14,6,8,4,15,1,2,0,0,2014-2015
Vllaznia,A. Hajdari,31,A,1775,30,20,10,13,14,2,0,0,0,2014-2015
Vllaznia,S. Sosa,26,A,1630,20,18,2,5,3,7,5,0,0,2014-2015
Vllaznia,S. Guri,26,A,0,0,0,0,0,0,0,0,0,0,2014-2015
Vllaznia,A. Kalaja,24,A,492,20,3,17,1,17,2,2,0,0,2014-2015
Vllaznia,A. Kruja,26,A,1253,17,14,3,8,4,1,1,0,0,2014-2015
Vllaznia,M. Cioffi,26,A,16,6,0,6,0,12,0,1,0,0,2014-2015
Vllaznia,G. Aguirre,27,A,35,1,0,1,0,7,0,1,0,0,2014-2015
Vllaznia,E. Çinari,23,A,910,15,9,6,1,11,2,0,0,0,2014-2015
Elbasani,R. Gega,16,G,180,2,2,0,0,0,0,1,0,0,2014-2015
Elbasani,I. Harja,19,G,0,0,0,0,0,4,0,0,0,0,2014-2015
Elbasani,F. Moli,21,G,1414,16,16,0,1,2,0,3,0,0,2014-2015
Elbasani,S. Bajrami,21,D,300,8,1,7,1,16,0,1,0,0,2014-2015
Elbasani,A. Ballgjini,19,D,1411,17,17,0,2,0,0,5,0,0,2014-2015
Elbasani,K. Çema,25,D,821,11,10,1,2,8,1,3,0,0,2014-2015
Elbasani,E. Dishani,20,D,666,10,7,3,1,4,0,2,0,0,2014-2015
Elbasani,I. Dushaj,19,D,892,14,9,5,4,6,1,2,0,0,2014-2015
Elbasani,E. Jahelezi,19,D,158,2,2,0,1,3,0,0,0,0,2014-2015
Elbasani,J. Lleshi,26,D,0,0,0,0,0,1,0,0,0,0,2014-2015
Elbasani,A. Nikehasani,20,D,0,0,0,0,0,6,0,0,0,0,2014-2015
Elbasani,K. Skënderi,20,D,1202,17,15,2,5,3,0,2,0,0,2014-2015
Elbasani,F. Xhakerri,20,D,0,0,0,0,0,7,0,0,0,0,2014-2015
Elbasani,Nildo,29,M,0,0,0,0,0,4,0,0,0,0,2014-2015
Elbasani,Abner,24,M,243,4,3,1,3,3,0,0,0,0,2014-2015
Elbasani,E. Duka,32,M,969,12,11,1,2,3,1,4,0,1,2014-2015
Elbasani,M. Ferhati,25,M,1537,18,18,0,2,0,0,2,0,0,2014-2015
Elbasani,X. Hila,20,M,0,0,0,0,0,1,0,0,0,0,2014-2015
Elbasani,K. Karati,19,M,45,2,0,2,0,4,0,1,0,0,2014-2015
Elbasani,K. Mataj,19,M,1437,17,17,0,3,0,0,4,0,0,2014-2015
Elbasani,J. Nexha,26,M,375,5,4,1,1,1,0,0,0,0,2014-2015
Elbasani,K. Nuri,24,M,1187,17,15,2,7,3,4,1,0,0,2014-2015
Elbasani,E. Peposhi,19,M,690,14,6,8,4,11,1,0,0,0,2014-2015
Elbasani,T. Selimi,19,M,108,2,2,0,2,0,0,0,0,0,2014-2015
Elbasani,M. Allkja,22,A,363,7,3,4,1,12,0,1,0,0,2014-2015
Elbasani,K. Balla,20,A,941,15,9,6,4,7,3,3,0,0,2014-2015
Elbasani,V. Baro,21,A,1433,17,16,1,2,2,1,2,0,0,2014-2015
Elbasani,I. Bushi,20,A,100,4,0,4,0,10,0,0,0,0,2014-2015
Elbasani,A. Lleshi,20,A,514,8,6,2,2,3,1,1,0,0,2014-2015
Apolonia,V. Cakovic,29,G,2187,25,25,0,1,2,0,1,0,0,2014-2015
Apolonia,E. Miço,36,G,900,10,10,0,0,25,0,2,0,1,2014-2015
Apolonia,E. Çako,28,G,153,2,1,1,0,7,0,1,0,0,2014-2015
Apolonia,K. Balo,23,G,0,0,0,0,0,2,0,0,0,0,2014-2015
Apolonia,E. Kaja,32,D,2482,29,29,0,6,1,0,10,1,0,2014-2015
Apolonia,E. Xhafa,34,D,1363,16,15,1,1,1,0,3,1,0,2014-2015
Apolonia,E. Idrizaj,30,D,365,7,5,2,2,2,0,1,0,0,2014-2015
Apolonia,D. Dosti,29,D,639,10,8,2,4,7,0,1,0,0,2014-2015
Apolonia,I. Balaj,26,D,261,10,2,8,0,14,0,0,0,0,2014-2015
Apolonia,R. Nako,33,D,2775,33,30,3,1,4,1,6,0,0,2014-2015
Apolonia,K. Broshka,26,D,1756,23,19,4,2,13,0,3,1,0,2014-2015
Apolonia,S. Atanda,26,D,2340,26,26,0,0,0,0,9,0,0,2014-2015
Apolonia,S. Adekunle,29,D,1363,20,15,5,9,8,0,2,0,0,2014-2015
Apolonia,A. Prifti,31,D,2186,29,25,4,5,7,0,4,0,0,2014-2015
Apolonia,G. Thompson,24,D,0,0,0,0,0,14,0,0,0,0,2014-2015
Apolonia,E. Mehmeti,24,D,0,0,0,0,0,5,0,0,0,0,2014-2015
Apolonia,E. Braka,23,D,90,2,1,1,0,3,0,0,0,0,2014-2015
Apolonia,A. Dimo,37,M,1443,17,17,0,2,0,2,2,0,1,2014-2015
Apolonia,J. Gërxho,35,M,1638,22,20,2,10,3,0,5,0,0,2014-2015
Apolonia,A. Prifti,26,M,12,1,0,1,0,5,0,0,0,0,2014-2015
Apolonia,A. Karakaçi,27,M,713,10,9,1,6,2,1,1,0,0,2014-2015
Apolonia,Ð. Ðordevic,32,M,1291,20,15,5,3,10,0,4,0,0,2014-2015
Apolonia,R. Naçi,26,M,272,9,3,6,3,13,0,0,0,0,2014-2015
Apolonia,R. Fili,24,M,2131,28,25,3,12,5,5,6,0,0,2014-2015
Apolonia,I. Dakavelli,28,M,0,0,0,0,0,1,0,0,0,0,2014-2015
Apolonia,K. Arapi,28,M,101,3,1,2,0,13,0,0,0,0,2014-2015
Apolonia,T. Hysenshahaj,28,M,1733,26,19,7,3,7,0,5,0,0,2014-2015
Apolonia,D. Andoni,24,M,40,4,0,4,0,21,0,0,0,0,2014-2015
Apolonia,X. Kondakçiu,24,M,99,5,1,4,1,11,0,0,0,0,2014-2015
Apolonia,A. Ribaj,30,A,1247,17,13,4,2,4,6,2,0,0,2014-2015
Apolonia,M. Canka,33,A,973,15,10,5,3,5,1,3,0,0,2014-2015
Apolonia,A. Mitraj,33,A,961,15,11,4,7,4,1,1,0,0,2014-2015
Apolonia,B. Erkoçeviq,28,A,787,12,9,3,5,3,1,3,0,0,2014-2015
Apolonia,A. Mahilaj,25,A,83,3,0,3,0,9,0,0,0,0,2014-2015
Apolonia,M. Rajkovic,27,A,1620,31,15,16,7,18,0,5,0,0,2014-2015
Apolonia,M. Uzuni,24,A,1497,18,17,1,7,1,1,2,0,0,2014-2015
Apolonia,F. Çaushi,22,A,0,0,0,0,0,1,0,0,0,0,2014-2015
Bylis,E. Haxho,31,G,360,4,4,0,0,0,0,1,0,0,2013-2014
Bylis,S. Frashëri,29,G,1128,13,12,1,0,5,0,3,0,0,2013-2014
Bylis,M. Memaj,28,G,0,0,0,0,0,7,0,0,0,0,2013-2014
Bylis,S. Ruçi,27,G,672,8,8,0,0,14,0,2,0,1,2013-2014
Bylis,S. Kelmendi,35,D,640,15,6,9,1,12,1,1,0,0,2013-2014
Bylis,M. Shosha,33,D,1498,17,17,0,2,1,0,6,0,0,2013-2014
Bylis,A. Llënga,30,D,1650,19,19,0,1,0,0,11,1,0,2013-2014
Bylis,K. Ristevski,29,D,1375,16,15,1,0,1,0,0,0,0,2013-2014
Bylis,E. Basriu,32,D,881,12,11,1,4,10,0,4,1,0,2013-2014
Bylis,E. Idrizaj,30,D,1800,21,21,0,3,1,0,2,0,0,2013-2014
Bylis,B. Guga,34,D,401,6,5,1,1,1,0,2,1,0,2013-2014
Bylis,L. Doshlaku,29,D,720,8,8,0,0,0,0,2,0,0,2013-2014
Bylis,B. Kuli,38,M,1741,22,20,2,9,2,5,7,2,0,2013-2014
Bylis,A. Meto,34,M,1343,16,16,0,5,0,3,7,0,0,2013-2014
Bylis,A. Caushaj,30,M,200,7,2,5,1,12,0,1,0,0,2013-2014
Bylis,X. Çutra,31,M,267,10,1,9,0,14,0,0,0,0,2013-2014
Bylis,J. Gërxho,35,M,1434,17,16,1,4,2,4,2,0,0,2013-2014
Bylis,E. Sulkja,26,M,92,2,1,1,1,6,0,1,0,0,2013-2014
Bylis,D. Kurti,28,M,450,5,5,0,0,2,0,1,0,0,2013-2014
Bylis,Kehinde Owoeye,24,M,1402,16,16,0,2,0,0,2,0,0,2013-2014
Bylis,R. Prifti,24,M,6,1,0,1,0,4,0,0,0,0,2013-2014
Bylis,A. Kastrati,33,M,613,7,7,0,2,0,0,4,0,0,2013-2014
Bylis,P. Bordon,32,A,275,5,2,3,1,3,0,0,0,0,2013-2014
Bylis,E. Bakiu,33,A,617,17,6,11,4,14,1,1,0,0,2013-2014
Bylis,V. Mile,33,A,248,3,3,0,2,1,0,2,0,0,2013-2014
Bylis,O. Abazaj,35,A,104,2,2,0,1,0,0,0,0,0,2013-2014
Bylis,C. Omoseibi,30,A,0,0,0,0,0,2,0,0,0,0,2013-2014
Bylis,X. Tahiraj,23,A,231,9,2,7,3,17,0,0,0,0,2013-2014
Bylis,S. Izuchukwuka,31,A,1260,14,14,0,3,1,5,2,0,0,2013-2014
Bylis,J. Adeniyi,27,A,1332,16,16,0,8,0,1,2,0,0,2013-2014
Bylis,Q. Mustafaraj,24,A,10,1,0,1,0,4,0,0,0,0,2013-2014
Bylis,M. Ikpe,25,A,421,11,3,8,1,17,0,0,0,0,2013-2014
Bylis,R. Foniqi,25,A,114,2,2,0,2,5,0,0,0,0,2013-2014
Bylis,A. Shillova,27,A,337,6,4,2,3,4,0,0,0,0,2013-2014
Flamurtari,S. Moçka,30,G,2038,24,24,0,1,5,0,1,0,1,2013-2014
Flamurtari,K. Xhelilaj,31,G,840,10,8,2,0,24,0,1,0,0,2013-2014
Flamurtari,E. Hysi,33,G,0,0,0,0,0,3,0,0,0,0,2013-2014
Flamurtari,G. Mici,29,D,2406,27,27,0,2,0,1,7,0,0,2013-2014
Flamurtari,L. Liçaj,33,D,1621,24,18,6,8,10,3,9,0,0,2013-2014
Flamurtari,A. Sakaj,39,D,1714,20,20,0,2,3,0,8,0,0,2013-2014
Flamurtari,F. Veliu,31,D,1527,21,18,3,3,4,1,4,0,0,2013-2014
Flamurtari,T. Kuqi,34,D,2723,31,30,1,0,1,1,5,0,0,2013-2014
Flamurtari,O. Beqiri,35,D,423,12,4,8,1,23,1,1,0,0,2013-2014
Flamurtari,P. Arbri,31,D,1324,20,16,4,8,5,3,4,0,0,2013-2014
Flamurtari,E. Dushku,35,D,2312,27,27,0,2,0,1,7,1,1,2013-2014
Flamurtari,A. Myrtaj,30,D,0,0,0,0,0,2,0,0,0,0,2013-2014
Flamurtari,A. Bishaj,28,D,276,5,2,3,0,19,0,0,0,0,2013-2014
Flamurtari,E. Kuçi,26,D,0,0,0,0,0,2,0,0,0,0,2013-2014
Flamurtari,V. Zeqaj,24,D,0,0,0,0,0,1,0,0,0,0,2013-2014
Flamurtari,A. Beqaj,21,D,3,1,0,1,0,1,0,0,0,0,2013-2014
Flamurtari,J. Gjinaj,23,D,0,0,0,0,0,1,0,0,0,0,2013-2014
Flamurtari,G. Lika,33,M,1344,16,15,1,6,1,2,2,0,0,2013-2014
Flamurtari,H. Zeqiri,31,M,1958,25,22,3,7,3,5,3,0,0,2013-2014
