Team,Name,Age,P,Minutes played,Appearances,Lineups,Substitute in,Substitute out,Substitutes on bench,Goal,Yellow card,Yellow 2nd/RC,Red card,Year
Apolonia,A. Ribaj,30,A,2297,26,26,0,2,0,8,3,0,0,2012-2013
Apolonia,R. Rama,30,A,960,12,12,0,7,0,2,3,0,0,2012-2013
Apolonia,G. Tepshi,29,A,108,7,0,7,0,11,0,1,0,0,2012-2013
Apolonia,R. Dushku,29,A,1706,23,20,3,9,3,3,5,0,0,2012-2013
Apolonia,A. Mahilaj,25,A,0,0,0,0,0,2,0,0,0,0,2012-2013
Apolonia,E. Qafa,30,A,26,2,0,2,0,7,0,0,0,0,2012-2013
Besa,A. Hoxha,32,G,2070,23,23,0,0,1,0,2,0,0,2012-2013
Besa,I. Bejte,30,G,270,3,3,0,0,23,0,1,0,0,2012-2013
Besa,E. Maksuti,25,G,0,0,0,0,0,1,0,0,0,0,2012-2013
Besa,K. Curri,23,G,0,0,0,0,0,1,0,0,0,0,2012-2013
Besa,E. Hoxha,35,D,644,9,7,2,1,7,0,3,0,0,2012-2013
Besa,A. Alechenwu,34,D,1704,20,20,0,2,1,0,7,1,0,2012-2013
Besa,E. Kaja,32,D,1873,21,21,0,1,0,1,7,0,0,2012-2013
Besa,G. Krasniqi,30,D,1920,22,22,0,1,0,0,3,1,2,2012-2013
Besa,P. Pocuca,34,D,1450,17,16,1,0,5,1,2,0,0,2012-2013
Besa,S. Perja,29,D,225,4,3,1,2,9,0,1,0,0,2012-2013
Besa,A. Fejzullahu,27,D,1617,20,18,2,3,5,0,6,0,0,2012-2013
Besa,D. Duro,26,D,165,2,2,0,1,1,0,0,0,0,2012-2013
Besa,B. Kullolli,26,D,37,1,0,1,0,2,0,1,0,0,2012-2013
Besa,A. Poçi,42,M,768,13,8,5,3,8,1,4,0,0,2012-2013
Besa,M. Mihani,36,M,1042,18,13,5,10,6,2,3,0,0,2012-2013
Besa,F. Aziri,31,M,496,9,6,3,5,4,0,1,0,0,2012-2013
Besa,S. Çelhaka,29,M,180,2,2,0,0,4,0,0,0,0,2012-2013
Besa,D. Rroshi,32,M,818,13,10,3,7,10,0,6,0,0,2012-2013
Besa,B. Dita,27,M,1408,24,15,9,8,11,2,1,0,0,2012-2013
Besa,A. Çelhaka,25,M,0,0,0,0,0,2,0,0,0,0,2012-2013
Besa,I. Batha,28,M,1785,20,20,0,0,0,1,7,3,0,2012-2013
Besa,A. Mustafa,27,M,1083,18,11,7,5,10,0,5,0,0,2012-2013
Besa,B. Berisha,28,M,1791,21,21,0,5,0,3,8,1,0,2012-2013
Besa,H. Matera,26,M,27,1,0,1,0,1,0,0,0,0,2012-2013
Besa,P. Xhihani,36,A,631,10,8,2,6,10,0,3,0,0,2012-2013
Besa,F. Sefa,35,A,1997,24,23,1,6,1,6,1,0,0,2012-2013
Besa,S. Cikalleshi,29,A,350,4,4,0,1,0,3,2,0,0,2012-2013
Besa,B. Malinic,28,A,431,11,4,7,2,16,2,1,0,0,2012-2013
Besa,I. Eminhaziri,32,A,240,9,1,8,1,9,0,2,0,0,2012-2013
Besa,M. Hasa,26,A,318,9,3,6,2,17,0,1,0,0,2012-2013
Besa,D. Bajaziti,25,A,202,6,2,4,1,5,1,1,0,0,2012-2013
Besa,A. Nasufi,26,A,0,0,0,0,0,1,0,0,0,0,2012-2013
Besa,B. Krasniqi,23,A,15,1,0,1,0,2,0,0,0,0,2012-2013
Besa,D. Bubeqi,41,A,70,4,0,4,0,6,0,0,0,0,2012-2013
Bylis,E. Haxho,31,G,720,8,8,0,0,18,0,1,0,0,2012-2013
Bylis,S. Frashëri,29,G,1620,18,18,0,0,6,0,1,0,0,2012-2013
Bylis,D. Dhima,25,G,0,0,0,0,0,2,0,0,0,0,2012-2013
Bylis,S. Kelmendi,35,D,936,14,9,5,1,16,0,2,0,0,2012-2013
Bylis,M. Shosha,33,D,1053,12,12,0,1,3,1,3,0,1,2012-2013
Bylis,O. Teqja,31,D,1628,19,18,1,1,3,0,7,0,0,2012-2013
Bylis,K. Ristevski,29,D,2066,24,24,0,2,0,0,3,0,0,2012-2013
Bylis,H. Idrizaj,31,D,2206,25,25,0,1,0,1,3,0,0,2012-2013
Bylis,Da Silva,33,D,662,9,8,1,1,3,0,1,0,1,2012-2013
Bylis,A. Asllani,25,D,0,0,0,0,0,1,0,0,0,0,2012-2013
Bylis,S. Idrizi,26,D,0,0,0,0,0,2,0,0,0,0,2012-2013
Bylis,O. Buzi,25,D,84,2,0,2,0,3,0,0,0,0,2012-2013
Bylis,E. Braka,25,D,0,0,0,0,0,1,0,0,0,0,2012-2013
Bylis,A. Meto,34,M,1336,20,18,2,12,3,2,2,0,0,2012-2013
Bylis,J. Sefa,33,M,1751,22,21,1,8,2,2,3,0,0,2012-2013
Bylis,A. Gega,33,M,119,5,1,4,1,11,1,0,0,0,2012-2013
Bylis,B. Arifaj,34,M,900,16,10,6,5,11,0,4,0,1,2012-2013
Bylis,A. Adigun,29,M,1144,14,14,0,3,2,2,0,0,0,2012-2013
Bylis,J. Gërxho,35,M,598,9,6,3,1,7,1,3,0,0,2012-2013
Bylis,E. Kolgega,25,M,63,3,0,3,0,3,0,1,0,0,2012-2013
Bylis,O. Bola,28,M,1102,14,13,1,2,2,0,3,0,0,2012-2013
Bylis,A. Ferko,26,M,0,0,0,0,0,4,0,0,0,0,2012-2013
Bylis,A. Mohammed,26,M,255,3,3,0,1,0,1,1,0,0,2012-2013
Bylis,A. John Huan,30,M,402,7,4,3,1,4,0,2,0,0,2012-2013
Bylis,A. Kollozi,25,M,0,0,0,0,0,1,0,0,0,0,2012-2013
Bylis,R. Prifti,24,M,109,3,0,3,0,3,1,0,0,0,2012-2013
Bylis,P. Olayinka,24,M,593,14,6,8,4,10,0,4,0,0,2012-2013
Bylis,E. Bakiu,33,A,1548,24,17,7,9,8,7,3,0,0,2012-2013
Bylis,K. Arbri,40,A,1959,25,23,2,9,2,2,1,1,0,2012-2013
Bylis,F. Xhafa,43,A,1001,22,8,14,4,18,2,1,0,0,2012-2013
Bylis,I. Rrapaj,26,A,10,1,0,1,0,5,0,0,0,0,2012-2013
Bylis,X. Tahiraj,23,A,90,1,1,0,0,1,0,0,0,0,2012-2013
Bylis,S. Izuchukwuka,31,A,1417,18,17,1,6,3,11,0,0,0,2012-2013
Bylis,J. Adeniyi,27,A,154,6,0,6,0,8,0,0,0,0,2012-2013
Bylis,Q. Mustafaraj,24,A,0,0,0,0,0,1,0,0,0,0,2012-2013
Bylis,M. Ikpe,25,A,174,3,2,1,2,5,0,0,0,0,2012-2013
Flamurtari,E. Koliçi,34,G,1667,19,19,0,0,4,0,0,0,1,2012-2013
Flamurtari,K. Xhelilaj,31,G,672,8,7,1,0,19,0,0,0,0,2012-2013
Flamurtari,G. Këllçiu,27,G,0,0,0,0,0,1,0,0,0,0,2012-2013
Flamurtari,M. Leka,25,G,0,0,0,0,0,1,0,0,0,0,2012-2013
Flamurtari,B. Xhekaj,25,G,0,0,0,0,0,1,0,0,0,0,2012-2013
Flamurtari,V. Lazarevski,36,D,172,4,2,2,1,10,0,2,0,0,2012-2013
Flamurtari,B. Rajovic,34,D,2094,24,24,0,2,0,0,6,0,0,2012-2013
Flamurtari,G. Mici,29,D,1942,23,22,1,2,2,0,7,0,0,2012-2013
Flamurtari,L. Liçaj,33,D,216,5,2,3,0,9,0,0,0,0,2012-2013
Flamurtari,F. Veliu,31,D,2139,24,24,0,1,1,1,2,0,0,2012-2013
Flamurtari,T. Kuqi,34,D,1230,19,13,6,2,8,0,4,0,0,2012-2013
Flamurtari,P. Arbri,31,D,1623,19,19,0,3,1,0,3,0,1,2012-2013
Flamurtari,A. Bishaj,28,D,407,6,4,2,1,17,0,3,0,0,2012-2013
Flamurtari,A. Hasani,25,D,180,2,2,0,0,1,0,0,0,0,2012-2013
Flamurtari,A. Brozi,26,D,0,0,0,0,0,1,0,0,0,0,2012-2013
Flamurtari,L. Metaj,25,D,10,1,0,1,0,1,0,0,0,0,2012-2013
Flamurtari,V. Zeqaj,24,D,0,0,0,0,0,1,0,0,0,0,2012-2013
Flamurtari,P. Vukcevic,32,M,608,15,6,9,6,16,0,2,0,0,2012-2013
Flamurtari,T. Pezo,33,M,1470,19,16,3,2,6,0,5,0,0,2012-2013
Flamurtari,G. Muzaka,35,M,2066,24,23,1,4,2,12,3,0,0,2012-2013
Flamurtari,H. Zeqiri,31,M,574,10,7,3,5,3,1,0,0,0,2012-2013
Flamurtari,R. Sosa,32,M,645,14,7,7,5,11,1,3,0,0,2012-2013
Flamurtari,N. Lena,33,M,1484,20,17,3,11,3,4,9,0,0,2012-2013
Flamurtari,B. Telushi,29,M,1124,23,13,10,8,12,0,4,0,1,2012-2013
Flamurtari,D. Bratic,33,M,1768,22,21,1,6,2,2,4,0,0,2012-2013
Flamurtari,M. Memelli,40,A,1942,22,22,0,4,0,19,5,0,0,2012-2013
Flamurtari,B. Pepa,29,A,1120,22,11,11,7,13,5,3,0,0,2012-2013
Flamurtari,E. Plepi,33,A,20,1,0,1,0,1,0,0,0,0,2012-2013
Flamurtari,O. Idrizaj,29,A,177,6,1,5,1,14,1,0,0,0,2012-2013
Flamurtari,R. Nelaj,27,A,168,5,2,3,1,10,1,0,0,0,2012-2013
Flamurtari,D. Bregu,24,A,116,2,2,0,2,2,0,0,0,0,2012-2013
Flamurtari,L. Shehaj,26,A,0,0,0,0,0,3,0,0,0,0,2012-2013
Flamurtari,A. Hoxhaj,25,A,5,1,0,1,0,4,0,0,0,0,2012-2013
Kukësi,A. Halilaj,37,G,2250,25,25,0,0,0,0,2,0,0,2012-2013
Kukësi,E. Koci,35,G,90,1,1,0,0,22,0,0,0,0,2012-2013
Kukësi,F. Hasanaj,26,G,0,0,0,0,0,3,0,0,0,0,2012-2013
Kukësi,R. Peqini,29,D,2144,24,24,0,3,0,0,9,0,0,2012-2013
Kukësi,R. HallaÃ§i,36,D,2250,25,25,0,0,1,0,3,0,0,2012-2013
Kukësi,R. Malota,30,D,1848,23,20,3,1,6,2,3,0,0,2012-2013
Kukësi,J. Brahja,39,D,1745,21,21,0,5,0,2,8,1,0,2012-2013
Kukësi,L. Malacarne,30,D,1162,14,13,1,1,5,2,1,0,0,2012-2013
Kukësi,E. Grami,35,D,0,0,0,0,0,2,0,0,0,0,2012-2013
Kukësi,V. Lila,30,D,64,4,0,4,0,25,0,0,0,0,2012-2013
Kukësi,E. PrenÃ§i,26,D,0,0,0,0,0,5,0,0,0,0,2012-2013
Kukësi,E. Alikaj,38,M,1563,24,18,6,15,8,2,2,0,0,2012-2013
Kukësi,G. Progni,33,M,2143,25,25,0,9,1,6,3,0,0,2012-2013
Kukësi,Y. Hoxha,32,M,1514,20,18,2,9,3,3,8,0,0,2012-2013
Kukësi,M. JevÄ‘eviÄ‡,39,M,42,6,0,6,0,10,0,0,0,0,2012-2013
Kukësi,G. Manuka,28,M,529,11,5,6,3,13,1,3,0,0,2012-2013
Kukësi,L. Biskup,38,M,1343,20,15,5,4,7,2,7,0,0,2012-2013
Kukësi,S. Mziu,32,M,211,11,1,10,0,20,1,0,0,0,2012-2013
Kukësi,B. Musolli,31,M,1433,21,16,5,7,5,0,5,0,1,2012-2013
Kukësi,I. AllmuÃ§a,39,M,2250,25,25,0,0,0,9,5,0,0,2012-2013
Kukësi,E. Malindi,32,A,1051,23,10,13,4,15,2,4,0,0,2012-2013
Kukësi,L. PopoviÄ‡,37,A,1826,23,23,0,11,1,16,5,0,0,2012-2013
Kukësi,J. Malo,35,A,147,6,1,5,0,11,0,1,1,0,2012-2013
Kukësi,M. Prandelli,31,A,14,2,0,2,0,2,0,0,0,0,2012-2013
Kukësi,E. Lala,28,A,0,0,0,0,0,1,0,0,0,0,2012-2013
Kukësi,S. Abdurahmani,27,A,40,3,0,3,0,12,0,0,0,0,2012-2013
Kukësi,Inzaghi,35,A,26,1,0,1,0,4,1,0,0,0,2012-2013
Laçi,E. Bakaj,32,G,1379,16,15,1,1,11,0,0,0,0,2012-2013
Laçi,B. Vashaku,38,G,871,11,10,1,1,10,0,1,0,0,2012-2013
Laçi,E. Ujka,25,G,90,1,1,0,0,4,0,0,0,0,2012-2013
Laçi,H. Ndreka,37,D,1471,17,17,0,2,1,1,6,0,0,2012-2013
Laçi,E. Doku,33,D,1082,15,12,3,3,5,0,2,0,0,2012-2013
Laçi,B. Milenkovic,35,D,1772,24,20,4,2,5,0,3,0,0,2012-2013
Laçi,E. Çela,34,D,946,11,11,0,1,1,1,1,0,0,2012-2013
Laçi,S. Kastrati,33,D,1401,17,16,1,3,1,0,1,0,0,2012-2013
Laçi,T. Sefgjinaj,33,D,1449,17,16,1,3,2,1,4,0,0,2012-2013
Laçi,E. Imami,27,D,9,1,0,1,0,6,0,0,0,0,2012-2013
Laçi,S. Danaj,31,D,742,11,8,3,0,4,0,2,0,0,2012-2013
Laçi,S. Buljan,36,D,2172,25,24,1,1,1,3,3,0,0,2012-2013
Laçi,F. Peqini,34,D,0,0,0,0,0,1,0,0,0,0,2012-2013
Laçi,A. Marku,28,D,293,7,3,4,0,9,0,0,0,0,2012-2013
Laçi,E. Hoti,37,M,462,10,5,5,1,7,1,2,0,0,2012-2013
Laçi,V. Nimani,33,M,1748,21,21,0,5,1,5,6,0,0,2012-2013
Laçi,E. Shazivari,35,M,1200,22,10,12,4,15,2,5,0,0,2012-2013
Laçi,E. Vucaj,29,M,1964,24,24,0,5,1,8,4,0,1,2012-2013
Laçi,A. Zefi,28,M,1286,17,14,3,5,6,2,5,0,0,2012-2013
Laçi,R. Bushi,29,M,25,2,0,2,0,9,0,0,0,0,2012-2013
Laçi,K. Laska,27,M,0,0,0,0,0,15,0,0,0,0,2012-2013
Laçi,E. Xhixha,27,M,126,4,1,3,0,8,0,1,0,0,2012-2013
Laçi,M. Bilibashi,31,M,1681,23,20,3,11,4,1,4,0,0,2012-2013
Laçi,S. Gjonaj,27,M,90,1,1,0,0,0,0,0,0,0,2012-2013
Laçi,D. Jubani,26,M,87,3,1,2,1,8,0,0,0,0,2012-2013
Laçi,A. Ujkaj,26,M,10,1,0,1,0,2,0,0,0,0,2012-2013
Laçi,A. Halili,26,M,44,1,1,0,0,1,0,0,0,0,2012-2013
Laçi,K. Hoti,26,M,0,0,0,0,0,1,0,0,0,0,2012-2013
Laçi,X. Hasaj,26,M,0,0,0,0,0,2,0,0,0,0,2012-2013
Laçi,I. Tuci,26,M,0,0,0,0,0,1,0,0,0,0,2012-2013
Laçi,O. Abazaj,35,A,350,6,5,1,2,2,0,0,0,0,2012-2013
Laçi,B. Marashi,29,A,446,12,3,9,4,17,1,1,0,0,2012-2013
Laçi,A. Haliti,28,A,145,4,1,3,0,6,0,0,0,0,2012-2013
Laçi,B. Emurlai,38,A,1475,19,18,1,10,3,4,2,0,0,2012-2013
Laçi,A. Blloku,36,A,895,12,9,3,3,4,1,0,0,0,2012-2013
Luftëtari,E. Selimaj,30,G,1080,12,12,0,0,0,0,2,0,0,2012-2013
Luftëtari,M. Milivojevic,32,G,630,7,7,0,0,0,0,0,0,0,2012-2013
Luftëtari,M. Thano,27,G,630,7,7,0,0,15,0,2,0,0,2012-2013
Luftëtari,K. Isaraj,28,G,0,0,0,0,0,11,0,0,0,0,2012-2013
Luftëtari,L. Liçaj,33,D,803,11,10,1,4,1,3,3,0,0,2012-2013
Luftëtari,O. Beqiri,35,D,1921,22,22,0,2,1,1,3,0,0,2012-2013
Luftëtari,S. Fanka,32,D,32,2,0,2,0,5,0,0,0,0,2012-2013
Luftëtari,Y. Shameti,35,D,928,11,11,0,2,0,0,3,0,0,2012-2013
Luftëtari,J. Nina,34,D,1163,13,13,0,2,2,0,1,0,0,2012-2013
Luftëtari,E. Mersini,31,D,1606,23,18,5,4,6,1,4,0,1,2012-2013
Luftëtari,R. Hoxha,28,D,336,6,3,3,0,4,1,1,0,0,2012-2013
Luftëtari,B. Sinani,34,D,1769,21,20,1,3,5,0,4,0,0,2012-2013
Luftëtari,B. Shalari,34,D,74,2,0,2,0,10,0,1,0,0,2012-2013
Luftëtari,A. Bakiasi,31,D,209,3,2,1,0,5,0,0,0,0,2012-2013
Luftëtari,A. Boçi,29,D,1098,14,14,0,3,2,2,7,1,1,2012-2013
Luftëtari,E. Zholi,33,D,387,9,1,8,0,13,0,0,0,0,2012-2013
Luftëtari,M. Brahimi,33,D,450,5,5,0,0,13,0,2,0,0,2012-2013
Luftëtari,E. Çaço,31,D,1491,21,17,4,8,5,3,3,1,0,2012-2013
Luftëtari,A. Çunaj,27,D,221,5,2,3,0,5,0,1,0,0,2012-2013
Luftëtari,A. Zoica,26,D,44,1,0,1,0,2,0,0,0,0,2012-2013
Luftëtari,E. Skenduli,26,D,0,0,0,0,0,1,0,0,0,0,2012-2013
Luftëtari,M. Nikolic,37,M,1521,22,18,4,8,5,2,2,0,1,2012-2013
Luftëtari,L. Tiodorovic,34,M,919,11,11,0,4,0,0,2,0,0,2012-2013
Luftëtari,F. Shenaj,35,M,1048,14,13,1,5,1,2,2,0,0,2012-2013
Luftëtari,J. Phoenix,36,M,35,1,0,1,0,1,0,0,0,0,2012-2013
Luftëtari,B. Ramadani,30,M,529,7,7,0,2,0,0,3,1,0,2012-2013
Luftëtari,N. Stoja,33,M,882,15,10,5,3,6,0,6,0,0,2012-2013
Luftëtari,J. Lluka,29,M,1090,22,11,11,5,14,2,4,1,0,2012-2013
Luftëtari,R. Biraçaj,25,M,176,6,1,5,0,5,0,1,0,0,2012-2013
Luftëtari,E. Batha,26,M,199,5,2,3,2,3,0,1,0,0,2012-2013
Luftëtari,M. Kazma,25,M,86,2,1,1,1,2,0,0,0,0,2012-2013
Luftëtari,L. Gjini,25,M,46,1,1,0,1,2,0,0,0,0,2012-2013
Luftëtari,N. Gaba,24,M,124,2,1,1,0,1,0,0,0,0,2012-2013
Luftëtari,S. Boni,24,M,12,1,0,1,0,2,0,0,0,0,2012-2013
Luftëtari,A. Nora,39,A,1284,19,14,5,5,6,1,5,0,0,2012-2013
Luftëtari,E. Sorra,30,A,0,0,0,0,0,1,0,0,0,0,2012-2013
Luftëtari,Cate Fonseca,41,A,883,10,10,0,1,0,4,0,0,0,2012-2013
Luftëtari,J. Raboshta,30,A,1190,18,15,3,8,4,2,4,0,0,2012-2013
Luftëtari,A. Milic,31,A,253,6,2,4,2,7,0,1,0,0,2012-2013
Luftëtari,S. Thimjo,28,A,54,1,1,0,1,4,0,0,0,0,2012-2013
Luftëtari,E. Shurdhi,24,A,399,5,4,1,1,1,0,0,0,0,2012-2013
Skënderbeu,O. Shehi,42,G,2305,26,26,0,1,0,0,1,0,0,2012-2013
Skënderbeu,E. Llapanji,35,G,35,1,0,1,0,26,0,0,0,0,2012-2013
Skënderbeu,I. Gvozdenovic,41,D,2250,25,25,0,0,0,0,4,0,0,2012-2013
Skënderbeu,M. Radas,36,D,969,14,12,2,3,7,0,4,0,0,2012-2013
Skënderbeu,R. Arapi,33,D,1220,15,14,1,2,1,1,3,1,1,2012-2013
Skënderbeu,E. Vrapi,37,D,1656,21,17,4,1,7,0,4,0,0,2012-2013
Skënderbeu,E. Fagu,33,D,136,6,2,4,2,6,1,0,0,0,2012-2013
Skënderbeu,D. Bicaj,31,D,2086,24,24,0,2,0,5,2,0,0,2012-2013
Skënderbeu,Ademir,34,D,1632,19,18,1,2,2,1,6,0,0,2012-2013
Skënderbeu,D. Kërçiku,26,D,855,16,9,7,7,13,0,1,0,0,2012-2013
Skënderbeu,I. Caushaj,36,M,635,17,7,10,5,16,2,2,0,0,2012-2013
Skënderbeu,B. Kuli,38,M,440,14,3,11,3,14,0,4,0,0,2012-2013
Skënderbeu,B. Shkëmbi,40,M,1654,20,19,1,5,5,1,2,0,0,2012-2013
Skënderbeu,A. Dimo,37,M,715,17,8,9,8,13,1,1,0,0,2012-2013
Skënderbeu,S. Lilaj,31,M,1663,20,19,1,5,1,4,5,0,0,2012-2013
Skënderbeu,J. Çipi,33,M,0,2,0,2,0,19,0,0,0,0,2012-2013
Skënderbeu,N. Orelesi,31,M,2239,25,25,0,2,0,2,5,0,0,2012-2013
Skënderbeu,Ž. Tomic,34,M,926,13,10,3,7,5,2,0,0,0,2012-2013
Skënderbeu,M. Markovic,28,M,0,0,0,0,0,1,0,0,0,0,2012-2013
Skënderbeu,B. Nimaga,25,M,131,5,1,4,1,7,0,1,0,0,2012-2013
Skënderbeu,S. Plaku,35,A,2228,25,25,0,5,0,10,0,0,0,2012-2013
Skënderbeu,P. Pejic,37,A,1780,23,21,2,7,2,12,5,0,0,2012-2013
Skënderbeu,A. Tahirllari,28,A,147,4,1,3,1,11,0,0,0,0,2012-2013
Skënderbeu,Fernando,34,A,33,3,0,3,0,18,0,0,0,0,2012-2013
Teuta,B. Rizvani,35,G,2160,24,24,0,0,0,0,1,0,0,2012-2013
Teuta,S. Hoxha,30,G,180,2,2,0,0,24,0,0,0,0,2012-2013
Teuta,E. Kastrati,23,G,0,0,0,0,0,2,0,0,0,0,2012-2013
Teuta,T. Osmani,34,D,1080,12,12,0,0,0,2,1,0,0,2012-2013
Teuta,A. Sakaj,39,D,2039,24,24,0,5,1,1,2,0,0,2012-2013
Teuta,S. Stafa,33,D,90,1,1,0,0,4,0,1,0,0,2012-2013
Teuta,Da Silva Buiu,34,D,1201,14,14,0,2,1,0,5,0,0,2012-2013
Teuta,A. Jakupi,37,D,2045,23,23,0,1,1,4,6,0,0,2012-2013
Teuta,R. Hoxha,28,D,339,5,3,2,0,9,0,3,0,0,2012-2013
Teuta,A. Sheta,39,D,1862,21,21,0,0,0,1,8,1,0,2012-2013
Teuta,R. Memini,25,D,360,4,4,0,0,10,0,1,0,0,2012-2013
Teuta,K. Marku,25,D,586,9,7,2,2,12,0,2,0,0,2012-2013
Teuta,D. Bejko,24,D,0,0,0,0,0,1,0,0,0,0,2012-2013
Teuta,E. Veliaj,35,M,1409,21,17,4,5,6,0,2,1,0,2012-2013
Teuta,B. Hodo,34,M,927,12,10,2,2,2,1,2,1,0,2012-2013
Teuta,R. Hyshmeri,31,M,1470,21,18,3,11,3,1,0,0,0,2012-2013
Teuta,A. Dosti,28,M,589,15,7,8,5,14,1,1,0,0,2012-2013
Teuta,A. Nika,29,M,1778,24,21,3,10,3,3,4,0,0,2012-2013
Teuta,F. Tairi,29,M,1607,22,21,1,8,1,2,5,0,0,2012-2013
Teuta,A. Hoxha,29,M,550,13,3,10,1,20,0,2,0,0,2012-2013
Teuta,A. Caushaj,30,M,0,0,0,0,0,6,0,0,0,0,2012-2013
Teuta,A. Deliallisi,27,M,894,21,7,14,6,19,1,1,0,0,2012-2013
Teuta,A. Çyrbja,26,M,189,4,1,3,0,4,0,0,0,0,2012-2013
Teuta,D. Xhafaj,43,A,2002,23,23,0,3,0,10,3,0,0,2012-2013
Teuta,B. Mancaku,38,A,1494,22,17,5,10,5,4,6,1,1,2012-2013
Teuta,G. Tepshi,29,A,119,3,1,2,1,3,0,0,0,0,2012-2013
Teuta,I. Eminhaziri,32,A,340,10,3,7,2,10,0,1,0,0,2012-2013
Teuta,E. Petro,26,A,0,0,0,0,0,5,0,0,0,0,2012-2013
Teuta,L. Pajaziti,26,A,137,5,0,5,0,7,1,0,0,0,2012-2013
Teuta,V. Muriqi,26,A,203,6,2,4,2,6,0,1,0,0,2012-2013
Teuta,E. Rezi,26,A,14,1,0,1,0,1,0,0,0,0,2012-2013
Tirana,I. Lika,40,G,1693,19,19,0,1,0,0,0,0,0,2012-2013
Tirana,X. Sejdo,28,G,197,3,2,1,0,21,0,0,0,1,2012-2013
Tirana,M. Ã‡aka,25,G,450,5,5,0,0,4,0,0,0,0,2012-2013
Tirana,P. Ã‡ali,25,G,0,0,0,0,0,1,0,0,0,0,2012-2013
Tirana,N. Ferraj,32,D,302,9,2,7,1,11,0,0,0,0,2012-2013
Tirana,A. Pisha,43,D,1557,18,18,0,2,1,1,3,0,0,2012-2013
Tirana,E. Sina,41,D,959,16,11,5,6,8,0,2,0,0,2012-2013
Tirana,J. Ahmataj,40,D,1763,21,20,1,1,1,1,8,0,2,2012-2013
Tirana,E. Pashaj,35,D,1350,15,15,0,0,6,0,6,0,0,2012-2013
Tirana,E. Dushku,35,D,1219,16,14,2,1,2,0,6,0,0,2012-2013
Tirana,G. MuÃ§a,33,D,906,12,10,2,0,12,0,5,0,0,2012-2013
Tirana,R. Kalari,35,D,180,2,2,0,0,4,0,1,0,0,2012-2013
Tirana,F. Pigoni,34,D,630,7,7,0,0,4,0,2,0,0,2012-2013
Tirana,A. Peposhi,27,D,782,14,8,6,3,16,0,1,0,0,2012-2013
Tirana,E. Shima,27,D,133,3,1,2,1,3,0,0,0,0,2012-2013
Tirana,E. Hoxhallari,24,D,417,5,5,0,1,4,0,1,0,0,2012-2013
Tirana,M. Zec,37,M,40,1,0,1,0,3,0,0,0,0,2012-2013
Tirana,E. Karabeci,31,M,1283,19,13,6,4,6,0,2,0,0,2012-2013
Tirana,G. Lika,33,M,2264,26,26,0,4,0,9,0,0,0,2012-2013
Tirana,G. Tushe,29,M,4,1,0,1,0,3,0,0,0,0,2012-2013
Tirana,E. MuÃ§ollari,39,M,679,13,7,6,3,12,0,3,1,0,2012-2013
Tirana,A. Taku,30,M,2235,25,25,0,1,0,1,3,0,0,2012-2013
Tirana,M. Limani,35,M,953,19,8,11,4,13,2,2,0,0,2012-2013
Tirana,H. Llagami,24,M,0,0,0,0,0,1,0,0,0,0,2012-2013
Tirana,M. Cake,24,M,0,0,0,0,0,1,0,0,0,0,2012-2013
Tirana,D Xhuti,29,M,0,1,0,1,0,1,0,0,0,0,2012-2013
Tirana,K. Duro,42,M,942,13,12,1,9,2,3,2,0,0,2012-2013
Tirana,E. Pema,35,A,226,3,3,0,2,0,0,1,0,0,2012-2013
Tirana,A. Abilaliaj,33,A,496,14,4,10,3,12,2,2,0,0,2012-2013
Tirana,H. Fortunat,37,A,112,3,1,2,1,6,0,0,0,0,2012-2013
Tirana,M. Ã‡ota,32,A,1375,22,16,6,8,9,5,1,0,0,2012-2013
Tirana,M. Morina,27,A,1903,24,23,1,11,2,6,3,0,0,2012-2013
Tirana,F. Hysenbelliu,28,A,582,10,9,1,8,3,0,3,0,0,2012-2013
Tirana,F. Hoxha,27,A,18,2,0,2,0,3,0,0,0,0,2012-2013
Vllaznia,M. Vujadinovic,37,G,1975,22,22,0,0,0,0,0,0,1,2012-2013
Vllaznia,En. Ðokovic,33,G,180,2,2,0,0,18,0,0,0,0,2012-2013
Vllaznia,E. Hallunaj,30,G,180,2,2,0,0,6,0,0,0,0,2012-2013
Vllaznia,E. Spahija,26,G,0,0,0,0,0,2,0,0,0,0,2012-2013
Vllaznia,T. Osmani,34,D,1153,13,13,0,1,0,1,2,0,0,2012-2013
Vllaznia,E. Beqiri,39,D,1790,22,20,2,1,2,0,4,0,0,2012-2013
Vllaznia,D. Smajlaj,35,D,1980,22,22,0,0,0,7,5,0,0,2012-2013
Vllaznia,K. Semina,31,D,1231,15,13,2,1,3,0,5,0,0,2012-2013
Vllaznia,E. Kraja,36,D,233,5,2,3,0,19,0,1,0,0,2012-2013
Vllaznia,A. Marku,28,D,653,9,7,2,2,6,0,1,0,0,2012-2013
Vllaznia,P. Markolaj,26,D,89,2,1,1,1,4,0,0,0,0,2012-2013
Vllaznia,I. Balaj,26,D,180,2,2,0,0,1,0,0,0,0,2012-2013
Vllaznia,E. Borshi,24,D,160,3,3,0,3,1,0,0,0,0,2012-2013
Vllaznia,G. Rusi,27,D,0,0,0,0,0,0,0,0,0,0,2012-2013
Vllaznia,D. Pjeshka,24,D,44,1,0,1,0,2,0,0,0,0,2012-2013
Vllaznia,T. Nikshiqi,26,D,20,1,0,1,0,2,0,0,0,0,2012-2013
